expression,reading,meaning,tags,parts_of_speech,group
具える,そなえる,to be furnished with,N3,verb,Clothing & Accessories
克服,こくふく,"conquest, overcome",N3,noun,Clothing & Accessories
綿,めん,cotton,N3,noun,Clothing & Accessories
畳む,たたむ,to fold (clothes),N3,verb,Clothing & Accessories
やや,やや,"a little, partially, somewhat",N3,noun,Clothing & Accessories
流行,りゅうこう,"fashionable, fad, prevailing",N3,noun,Clothing & Accessories
解ける,とける,"to come untied, to come apart",N3,verb,Clothing & Accessories
輪,わ,"ring, hoop, circle",N3,noun,Clothing & Accessories
綿,わた,cotton,N3,noun,Clothing & Accessories
鳴らす,ならす,"to ring, to sound",N3,verb,Clothing & Accessories
衣料,いりょう,clothing,N3,noun,Clothing & Accessories
作,さく,"a work, a harvest",N3,noun,Clothing & Accessories
似合う,にあう,"to suit (a person), to match (clothing), (something) becomes (someone)",N3,verb,Clothing & Accessories
設備,せつび,"equipment, device, facilities",N3,noun,Clothing & Accessories
袖,そで,sleeve,N3,noun,Clothing & Accessories
流行る,はやる,"to be popular, to come into fashion",N3,verb,Clothing & Accessories
退屈,たいくつ,"tedium, boring",N3,noun,Clothing & Accessories
調査,ちょうさ,survey; investigation,N3,noun,Clothing & Accessories
共に,ともに,"sharing with, participate in",N3,noun,Clothing & Accessories
ドレス,ドレス,dress,N3,noun,Clothing & Accessories
何で,なんで,"Why, What for",N3,noun,Clothing & Accessories
布,ぬの,cloth,N3,noun,Clothing & Accessories
発射,はっしゃ,"firing, shooting, discharge",N3,noun,Clothing & Accessories
紐,ひも,"string, cord",N3,noun,Clothing & Accessories
服装,ふくそう,"clothes, attire",N3,noun,Clothing & Accessories
ベルト,ベルト,Belt for western clothes,N3,noun,Clothing & Accessories
資格,しかく,"qualifications, requirements, capabilities",N3,noun,Clothing & Accessories
更に,さらに,"furthermore, moreover",N3,adverb,Clothing & Accessories
しかも,しかも,"moreover, furthermore, besides, plus",N3,adverb,Clothing & Accessories
支出,ししゅつ,"expenditure, expenses",N3,noun,School & Education
消費,しょうひ,"consumption, expenditure",N3,noun,School & Education
書斎,しょさい,"study, den",N3,noun,School & Education
進学,しんがく,going on to university,N3,noun,School & Education
起こる,おこる,"to occur, to happen",N3,verb,School & Education
信用,しんよう,"confidence, dependence",N3,noun,School & Education
成績,せいせき,"grade (i.e., on a test), academic record",N3,noun,School & Education
依頼,いらい,request; dependence,N3,noun,School & Education
沖,おき,open sea,N3,noun,School & Education
加える,くわえる,"to append, to sum up, to add (up)",N3,verb,School & Education
外交,がいこう,diplomacy,N3,noun,School & Education
学習,がくしゅう,"study, learning",N3,noun,School & Education
学問,がくもん,"scholarship, study, learning",N3,noun,School & Education
課程,かてい,"course, curriculum",N3,noun,School & Education
試す,ためす,"to attempt, to test",N3,verb,School & Education
科目,かもく,"(school) subject, curriculum, course",N3,noun,School & Education
級,きゅう,"class, grade, rank",N3,noun,School & Education
教科書,きょうかしょ,textbook,N3,noun,School & Education
教授,きょうじゅ,"teaching, instruction; professor",N3,noun,School & Education
頼る,たよる,"to rely on, to have recourse to, to depend on",N3,verb,School & Education
位,くらい,"grade, rank, about",N3,noun,School & Education
クラシック,クラシック,classic(s),N3,noun,School & Education
検査,けんさ,"inspection, examination",N3,noun,School & Education
講演,こうえん,"lecture, talk",N3,noun,School & Education
就く,つく,"to settle in (place), to take (seat position), to study (under teacher)",N3,verb,School & Education
合格,ごうかく,"success, passing (e.g., exam)",N3,noun,School & Education
語学,ごがく,language study,N3,noun,School & Education
留学,りゅうがく,studying abroad,N3,noun,School & Education
寮,りょう,"hostel, dormitory",N3,noun,School & Education
罰する,ばっする,"to punish, to penalize",N3,verb,School & Education
話題,わだい,"topic, subject",N3,noun,School & Education
課題,かだい,"subject, theme, task",N3,noun,School & Education
経緯,けいい,"sequence of events, course",N3,noun,School & Education
後悔,こうかい,"regret, repentance",N3,noun,School & Education
深まる,ふかまる,to deepen,N3,verb,School & Education
ことによると,ことによると,(depending on the circumstances),N3,noun,School & Education
コンテスト,コンテスト,contest,N3,noun,School & Education
題,だい,"title, subject, theme",N3,noun,School & Education
対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)",N3,noun,School & Education
学ぶ,まなぶ,to learn; to study,N3,verb,School & Education
試し,ためし,"trial, test",N3,noun,School & Education
単位,たんい,"credit (for a course in school); unit, denomination",N3,noun,School & Education
中学,ちゅうがく,"middle school, junior high school",N3,noun,School & Education
中止,ちゅうし,"suspension, stoppage, discontinuance",N3,noun,School & Education
見掛ける,みかける,"to (happen to see), to notice, to catch sight of",N3,verb,School & Education
通学,つうがく,commuting to school,N3,noun,School & Education
出,で,"outflow, coming (going) out, graduate (of)",N3,noun,School & Education
出来事,できごと,"incident happening, event",N3,noun,School & Education
答案,とうあん,"examination paper, examination script",N3,noun,School & Education
方向,ほうこう,"direction, course, way",N3,noun,School & Education
退学,たいがく,dropping out of school,N3,noun,School & Education
例え,たとえ,example; even though,N3,noun,School & Education
転校,てんこう,change schools,N3,noun,School & Education
補償,ほしょう,"compensation, reparation",N3,noun,School & Education
優,ゆう,"superiority, high grade",N3,noun,School & Education
専攻,せんこう,"major subject, special study",N3,na-adjective,School & Education
失業,しつぎょう,unemployment,N3,noun,Work & Career
実験,じっけん,lab work; experiment,N3,noun,Work & Career
就職,しゅうしょく,finding employment,N3,noun,Work & Career
使用,しよう,"use (same as 使うこと (つかうこと)), application, employment, utilization",N3,noun,Work & Career
商人,しょうにん,"trader, shopkeeper, merchant",N3,noun,Work & Career
商売,しょうばい,"trade, business, commerce",N3,noun,Work & Career
消防,しょうぼう,"fire fighting, fire department",N3,noun,Work & Career
映す,うつす,"to project, to reflect, to cast (shadow)",N3,verb,Work & Career
職,しょく,employment,N3,noun,Work & Career
職業,しょくぎょう,"occupation, business",N3,noun,Work & Career
人工,じんこう,"artificial, man made, human work,",N3,noun,Work & Career
製造,せいぞう,"manufacture, production",N3,noun,Work & Career
製品,せいひん,"manufactured goods, finished goods",N3,noun,Work & Career
引退,いんたい,retirement,N3,noun,Work & Career
営業,えいぎょう,"business, trade, management",N3,noun,Work & Career
写る,うつる,"to be photographed, to be projected",N3,verb,Work & Career
オフィス,オフィス,office,N3,noun,Work & Career
課,か,"department, division",N3,noun,Work & Career
会合,かいごう,"meeting, assembly",N3,noun,Work & Career
覚悟,かくご,"resolution, resignation, readiness",N3,noun,Work & Career
確認,かくにん,"affirmation, confirmation",N3,noun,Work & Career
仮定,かてい,"assumption, supposition, hypothesis",N3,noun,Work & Career
管理,かんり,"control, management (e.g., of a business)",N3,noun,Work & Career
雇う,やとう,"to employ, to hire",N3,verb,Work & Career
企業,きぎょう,"industry, business, undertaking",N3,noun,Work & Career
技師,ぎし,"engineer, technician",N3,noun,Work & Career
給料,きゅうりょう,"salary, wages",N3,noun,Work & Career
局,きょく,"office, bureau, station(TV, radio)",N3,noun,Work & Career
景気,けいき,"condition, state, business (condition)",N3,noun,Work & Career
工場,こうば,"factory, plant",N3,noun,Work & Career
作業,さぎょう,"work, operation, manufacturing",N3,noun,Work & Career
辞める,やめる,to retire,N3,verb,Work & Career
作品,さくひん,"work, opus, production",N3,noun,Work & Career
作曲,さっきょく,composition (of music),N3,noun,Work & Career
名刺,めいし,(name) card; business card,N3,noun,Work & Career
労働,ろうどう,"labor, work",N3,noun,Work & Career
大会,たいかい,"convention, (big) tournament, mass meeting",N3,noun,Work & Career
通勤,つうきん,commuting to work,N3,noun,Work & Career
勤め,つとめ,"work, employment",N3,noun,Work & Career
付合う,つきあう,"to associate with, to keep company with, to get on with",N3,verb,Work & Career
務め,つとめ,duty,N3,noun,Work & Career
連れ,つれ,"companion, company",N3,noun,Work & Career
提案,ていあん,"proposal, proposition, suggestion",N3,noun,Work & Career
抵抗,ていこう,"resistance, opposition",N3,noun,Work & Career
同僚,どうりょう,colleague; co-worker,N3,noun,Work & Career
働き,はたらき,"work, labor",N3,noun,Work & Career
反抗,はんこう,"opposition, resistance",N3,noun,Work & Career
添う,そう,"to accompany, to comply with",N3,verb,Work & Career
プロ,プロ,professional,N3,noun,Work & Career
助詞,じょし,"(gram) particle(s), postposition",N3,noun,Work & Career
倒産,とうさん,"(corporate) bankruptcy, insolvency",N3,noun,Work & Career
野党,やとう,opposition party,N3,noun,Work & Career
堅い,かたい,"hard, firm, solid",N3,i-adjective,Work & Career
硬い,かたい,"hard, firm, solid",N3,i-adjective,Work & Career
出会い,であい,"meeting, rendezvous, encounter",N3,i-adjective,Work & Career
性質,せいしつ,"nature, property, disposition",N3,na-adjective,Work & Career
ジェット機,ジェットき,jet plane,N3,noun,Travel & Transport
支配,しはい,"rule, control, direction",N3,noun,Travel & Transport
自慢,じまん,"pride, boast",N3,noun,Travel & Transport
重視,じゅうし,"importance, stress",N3,noun,Travel & Transport
渋滞,じゅうたい,"congestion (e.g., traffic), delay",N3,noun,Travel & Transport
宿泊,しゅくはく,lodging,N3,noun,Travel & Transport
優れる,すぐれる,"to surpass, to outstrip, to excel",N3,verb,Travel & Transport
信号,しんごう,"traffic lights, signal, semaphore",N3,noun,Travel & Transport
合図,あいず,"sign, signal",N3,noun,Travel & Transport
横断,おうだん,crossing,N3,noun,Travel & Transport
奥,おく,"interior, inner part",N3,noun,Travel & Transport
海外,かいがい,"foreign, abroad, overseas",N3,noun,Travel & Transport
観光,かんこう,sightseeing,N3,noun,Travel & Transport
表す,あらわす,"to express, to show",N3,verb,Travel & Transport
記者,きしゃ,reporter,N3,noun,Communication
下り,くだり,down-train (going away from Tokyo),N3,noun,Travel & Transport
券,けん,"ticket, certificate",N3,noun,Travel & Transport
サービス,サービス,"service, support system; goods or services without charge",N3,noun,Travel & Transport
支える,ささえる,"support, hold, sustain",N3,noun,Travel & Transport
宿,やど,"inn, lodging",N3,noun,Travel & Transport
抱く,いだく,"to hold (v.t.) (written expression), to embrace, to harbor",N3,verb,Travel & Transport
礼,れい,expression of gratitude; bow,N3,noun,Travel & Transport
前進,ぜんしん,"advance, drive, progress",N3,noun,Travel & Transport
旅,たび,"travel, trip, journey",N3,noun,Travel & Transport
駐車,ちゅうしゃ,"parking (e.g., car)",N3,noun,Travel & Transport
停留所,ていりゅうじょ,bus or tram stop,N3,noun,Travel & Transport
鉄道,てつどう,railway; railroad,N3,noun,Travel & Transport
至る,いたる,"to come, to arrive",N3,verb,Travel & Transport
道徳,どうとく,morals,N3,noun,Travel & Transport
道路,どうろ,road,N3,noun,Travel & Transport
得意,とくい,"pride, triumph, prosperity",N3,noun,Travel & Transport
ドライブ,ドライブ,"drive, driving",N3,noun,Travel & Transport
トレーニング,トレーニング,training,N3,noun,Travel & Transport
ハイキング,ハイキング,hiking,N3,noun,Travel & Transport
述べる,のべる,"to state, to express, to mention",N3,verb,Travel & Transport
端,はし,"end (e.g., of street), edge, margin",N3,noun,Travel & Transport
始まり,はじまり,"origin, beginning",N3,noun,Travel & Transport
パスポート,パスポート,passport,N3,noun,Travel & Transport
発車,はっしゃ,departure of a vehicle,N3,noun,Travel & Transport
表情,ひょうじょう,facial expression,N3,noun,Travel & Transport
ボーイ,ボーイ,porter; boy,N3,noun,Travel & Transport
広める,ひろめる,"to broaden, to propagate",N3,verb,Travel & Transport
ボート,ボート,rowing boat,N3,noun,Travel & Transport
誇り,ほこり,pride,N3,noun,Travel & Transport
歩道,ほどう,walkway,N3,noun,Travel & Transport
街,まち,"town; street, road",N3,noun,Travel & Transport
申告,しんこく,"report, statement",N3,noun,Society & Government
見舞い,みまい,"expression of sympathy, expression of concern",N3,i-adjective,Travel & Transport
重大,じゅうだい,"serious, important",N3,na-adjective,Travel & Transport
重要,じゅうよう,"important, essential",N3,na-adjective,Travel & Transport
制限,せいげん,"restriction, restraint, limitation",N3,na-adjective,Travel & Transport
列車,れっしゃ,train (ordinary),N3,na-adjective,Travel & Transport
拘束,こうそく,"restriction, restraint",N3,na-adjective,Travel & Transport
支給,しきゅう,"payment, allowance",N3,noun,Shopping & Money
支店,してん,branch store (office),N3,noun,Shopping & Money
支払う,しはらう,to pay,N3,verb,Shopping & Money
品,しな,"thing, article, goods",N3,noun,Shopping & Money
支払,しはらい,payment,N3,noun,Shopping & Money
占める,しめる,to take up; to account for,N3,verb,Shopping & Money
資本,しほん,"funds, capital",N3,noun,Shopping & Money
借金,しゃっきん,"debt, loan, liabilities",N3,noun,Shopping & Money
飽きる,あきる,"to get tired of, to lose interest in",N3,verb,Shopping & Money
収入,しゅうにゅう,"income, revenue",N3,noun,Shopping & Money
奨学金,しょうがくきん,scholarship,N3,noun,Shopping & Money
預ける,あずける,"to give into custody, to deposit",N3,verb,Shopping & Money
税,ぜい,tax,N3,noun,Shopping & Money
税金,ぜいきん,"tax, duty",N3,noun,Shopping & Money
収める,おさめる,"to store to pay, to supply",N3,verb,Shopping & Money
贅沢,ぜいたく,"luxury, extravagance",N3,noun,Shopping & Money
餌,えさ,"feed, bait",N3,noun,Shopping & Money
納める,おさめる,"to store to pay, to supply",N3,verb,Shopping & Money
恩,おん,"favor, obligation, debt of gratitude",N3,noun,Shopping & Money
会計,かいけい,"account, finance",N3,noun,Shopping & Money
卸す,おろす,"to sell wholesale, grated (vegetables)",N3,verb,Shopping & Money
貸し,かし,"loan, lending",N3,noun,Shopping & Money
金,かね,"gold, metal; money",N3,noun,Shopping & Money
飼う,かう,to keep; to own (a pet); to raise; to feed,N3,verb,Shopping & Money
株,かぶ,stock; stump (of tree),N3,noun,Shopping & Money
感じ,かんじ,"feeling, sense, impression",N3,noun,Shopping & Money
代える,かえる,"to exchange, to interchange, to substitute",N3,verb,Shopping & Money
関心,かんしん,"concern, interest",N3,noun,Shopping & Money
金,きん,"gold, metal; money",N3,noun,Shopping & Money
替える,かえる,"to exchange, to interchange, to substitute",N3,verb,Shopping & Money
金額,きんがく,amount of money,N3,noun,Shopping & Money
金銭,きんせん,"money, cash",N3,noun,Shopping & Money
換える,かえる,"to exchange, to interchange, to substitute",N3,verb,Shopping & Money
金属,きんぞく,metal,N3,noun,Shopping & Money
金融,きんゆう,"finance, money and banking",N3,noun,Shopping & Money
感じる,かんじる,"to feel, to sense",N3,verb,Shopping & Money
現金,げんきん,cash,N3,noun,Shopping & Money
幸運,こううん,"good luck, fortune",N3,noun,Shopping & Money
助かる,たすかる,to be saved; (something) helps (v.i.),N3,verb,Shopping & Money
硬貨,こうか,coin,N3,noun,Shopping & Money
交換,こうかん,"exchange, swap",N3,noun,Shopping & Money
助ける,たすける,"to help (v.t.), to save, to rescue",N3,verb,Shopping & Money
利益,りえき,"profits, gains",N3,noun,Shopping & Money
両替,りょうがえ,"change, money exchange",N3,noun,Shopping & Money
為る,なる,"to change, to be of use, to reach to",N3,verb,Shopping & Money
料金,りょうきん,"fee, charge, fare",N3,noun,Shopping & Money
別れ,わかれ,"parting, separation, farewell",N3,noun,Shopping & Money
残す,のこす,"to leave (behind, over), to save, to reserve",N3,verb,Shopping & Money
借り,かり,"borrowing, debt, loan",N3,noun,Shopping & Money
小銭,こぜに,"coins, small change",N3,noun,Shopping & Money
節約,せつやく,"economizing, saving",N3,noun,Shopping & Money
代金,だいきん,"price, cost",N3,noun,Shopping & Money
玉,たま,"ball, sphere, coin",N3,noun,Shopping & Money
貯金,ちょきん,(bank) savings,N3,noun,Shopping & Money
通貨,つうか,currency,N3,noun,Shopping & Money
銅貨,どうか,copper coin,N3,noun,Shopping & Money
値,ね,"value, price, cost",N3,noun,Shopping & Money
バランス,バランス,balance,N3,noun,Shopping & Money
販売,はんばい,"sale, selling, marketing",N3,noun,Shopping & Money
費用,ひよう,"cost, expense",N3,noun,Shopping & Money
不幸,ふこう,"unhappiness, sorrow, misfortune",N3,noun,Shopping & Money
変化,へんか,"change, variation, shift",N3,noun,Shopping & Money
福,ふく,good fortune,N3,noun,Shopping & Money
ほっと,ほっと,feel relieved,N3,noun,Shopping & Money
金庫,きんこ,"safe, vault",N3,na-adjective,Shopping & Money
豪華,ごうか,"luxurious, gorgeous, extravagance",N3,na-adjective,Shopping & Money
財産,ざいさん,"property, fortune, assets",N3,na-adjective,Shopping & Money
豊か,ゆたか,"abundant, wealthy, plentiful, rich",N3,na-adjective,Shopping & Money
～観,かん,"feeling, view",N3,prefix/suffix,Shopping & Money
運,うん,"fortune, luck",N3,expression,Shopping & Money
失望,しつぼう,"disappointment, despair",N3,noun,Feelings & Emotions
愛,あい,love,N3,noun,Feelings & Emotions
愛情,あいじょう,"love, affection",N3,noun,Feelings & Emotions
いらいら,いらいら,"getting nervous, irritation",N3,noun,Feelings & Emotions
感情,かんじょう,"emotion(s), feeling(s), sentiment",N3,noun,Feelings & Emotions
感動,かんどう,"being deeply moved, excitement",N3,noun,Feelings & Emotions
機嫌,きげん,"humor, temper, mood",N3,noun,Feelings & Emotions
機能,きのう,"function, faculty",N3,noun,Feelings & Emotions
救助,きゅうじょ,"relief, aid, rescue",N3,noun,Feelings & Emotions
愛する,あいする,to love,N3,verb,Feelings & Emotions
休息,きゅうそく,"rest, relief, relaxation",N3,noun,Feelings & Emotions
恐怖,きょうふ,"fear, terror",N3,noun,Feelings & Emotions
恋,こい,"love, tender passion",N3,noun,Feelings & Emotions
ミス,ミス,"miss (mistake, error, failure), Miss",N3,noun,Feelings & Emotions
夢中,むちゅう,"crush, crazy, be hooked on",N3,noun,Feelings & Emotions
喜び,よろこび,"joy, pleasure, rejoicing",N3,noun,Feelings & Emotions
楽,らく,"comfort, ease",N3,noun,Feelings & Emotions
怒り,いかり,anger,N3,noun,Feelings & Emotions
驚き,おどろき,"surprise, astonishment, wonder",N3,noun,Feelings & Emotions
慌てる,あわてる,to become confused、to panic,N3,verb,Feelings & Emotions
享受,きょうじゅ,"enjoyment, being given",N3,noun,Feelings & Emotions
苦,く,"trouble, worry, difficulty",N3,noun,Feelings & Emotions
興奮,こうふん,"excitement, stimulation",N3,noun,Feelings & Emotions
大使,たいし,ambassador,N3,noun,Feelings & Emotions
悲劇,ひげき,tragedy,N3,noun,Feelings & Emotions
不安,ふあん,"anxiety, uneasiness",N3,noun,Feelings & Emotions
不自由,ふじゆう,"discomfort, disability, inconvenience",N3,noun,Feelings & Emotions
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance",N3,noun,Feelings & Emotions
志望,しぼう,"wish, desire, ambition",N3,noun,Feelings & Emotions
悲しむ,かなしむ,"to be sad, to mourn for, to regret",N3,verb,Feelings & Emotions
情,じょう,"feelings, emotion, passion",N3,noun,Feelings & Emotions
振興,しんこう,"promotion, encouragement",N3,noun,Feelings & Emotions
悔しい,くやしい,"regrettable, mortifying, vexing",N3,i-adjective,Feelings & Emotions
勇気,ゆうき,"courage, bravery, boldness",N3,na-adjective,Feelings & Emotions
人物,じんぶつ,"character, personality, talented man",N3,noun,Personality & Character
性格,せいかく,"character, personality",N3,noun,Personality & Character
行儀,ぎょうぎ,manners,N3,noun,Personality & Character
文字,もじ,"letter (of alphabet), character",N3,noun,Personality & Character
文字,もんじ,"letter (of alphabet), character",N3,noun,Personality & Character
片付け,かたづけ,"tidying up, finishing",N3,noun,Personality & Character
態度,たいど,"attitude, manner",N3,noun,Personality & Character
独特,どくとく,"peculiarity, uniqueness, characteristic",N3,noun,Personality & Character
パイプ,パイプ,pipe; channels official or otherwise,N3,noun,Personality & Character
便,びん,"way, means; flight",N3,noun,Personality & Character
振り,ふり,"style, manner",N3,noun,Personality & Character
賢い,かしこい,"wise, clever, smart",N3,i-adjective,Personality & Character
正直,しょうじき,"honesty, integrity, frankness",N3,na-adjective,Personality & Character
深刻,しんこく,serious,N3,na-adjective,Personality & Character
慎重,しんちょう,"careful, prudent, cautious",N3,na-adjective,Personality & Character
人類,じんるい,"mankind, humanity",N3,na-adjective,Personality & Character
意地悪,いじわる,"malicious, mean, unkind",N3,na-adjective,Personality & Character
穏やか,おだやか,"calm, gentle, quiet",N3,na-adjective,Personality & Character
冷静,れいせい,"calm, coolness",N3,na-adjective,Personality & Character
粗末,そまつ,"humble, miserable, crude",N3,na-adjective,Personality & Character
同様,どうよう,"identical, same (kind), like",N3,na-adjective,Personality & Character
満ちる,みちる,"to be full, to mature",N3,verb,Personality & Character
何でも,なんでも,"by all means, everything",N3,adverb,Personality & Character
修正,しゅうせい,"amendment, correction",N3,noun,Colors & Descriptions
順番,じゅんばん,"turn (in line), order of things",N3,noun,Colors & Descriptions
売れる,うれる,to be sold,N3,verb,Colors & Descriptions
小,しょう,small,N3,noun,Colors & Descriptions
常識,じょうしき,common sense,N3,noun,Colors & Descriptions
思い付く,おもいつく,"to think of, to hit upon",N3,verb,Colors & Descriptions
少女,しょうじょ,young girl,N3,noun,Colors & Descriptions
青年,せいねん,"youth, young man",N3,noun,Colors & Descriptions
下す,おろす,"to lower, to let go down",N3,verb,Colors & Descriptions
新た,あらた,"new, fresh",N3,noun,Colors & Descriptions
影,かげ,"shade, shadow, other side",N3,noun,Colors & Descriptions
暮らす,くらす,"to live, to get along",N3,verb,Colors & Descriptions
陰,かげ,"shade, shadow, other side",N3,noun,Colors & Descriptions
型,かた,"mold, model, style",N3,noun,Colors & Descriptions
咥える,くわえる,to hold something in the mouth,N3,verb,Colors & Descriptions
可愛そう,かわいそう,"poor, pitiable, pathetic",N3,noun,Colors & Descriptions
共通,きょうつう,"commonness, mutual",N3,noun,Colors & Descriptions
許す,ゆるす,"to permit, to allow, to approve",N3,verb,Colors & Descriptions
強力,きょうりょく,"powerful, strong",N3,noun,Colors & Descriptions
銀,ぎん,silver,N3,noun,Colors & Descriptions
汚す,よごす,"to pollute, to make dirty",N3,verb,Colors & Descriptions
ぐっすり,ぐっすり,"sound asleep, fast asleep",N3,noun,Colors & Descriptions
欠点,けってん,"faults, defect, weakness",N3,noun,Colors & Descriptions
育つ,そだつ,"to be brought up, to grow (up)",N3,verb,Colors & Descriptions
黒板,こくばん,blackboard,N3,noun,Colors & Descriptions
最高,さいこう,"highest, supreme, the most",N3,noun,Colors & Descriptions
通り過ぎる,とおりすぎる,"to pass, to pass through",N3,verb,Colors & Descriptions
材料,ざいりょう,"ingredients, material",N3,noun,Colors & Descriptions
密,みつ,"thick, close",N3,noun,Colors & Descriptions
流れる,ながれる,"to flow, to be washed away",N3,verb,Colors & Descriptions
文句,もんく,a complaint,N3,noun,Colors & Descriptions
予測,よそく,"prediction, estimation",N3,noun,Colors & Descriptions
乗せる,のせる,"to place on (something), to take on board",N3,verb,Colors & Descriptions
ライター,ライター,lighter; writer,N3,noun,Colors & Descriptions
粋,いき,"chic, style, purity",N3,noun,Colors & Descriptions
載せる,のせる,to place on (something); to publish,N3,verb,Colors & Descriptions
減少,げんしょう,"decrease, reduction, decline",N3,noun,Colors & Descriptions
そっと,そっと,"softly, gently",N3,noun,Colors & Descriptions
延びる,のびる,to be prolonged,N3,verb,Colors & Descriptions
他,た,other (esp. places and things),N3,noun,Colors & Descriptions
平ら,たいら,"flatness, level, smooth",N3,noun,Colors & Descriptions
沿う,そう,"to run along, to follow",N3,verb,Colors & Descriptions
たしか,たしか,"certain, sure, if I remember correctly",N3,noun,Colors & Descriptions
多少,たしょう,a little (same as 少し (すこし)),N3,noun,Colors & Descriptions
強まる,つよまる,"to get strong, to gain strength",N3,verb,Colors & Descriptions
唯,ただ,"mere, sole, plain",N3,noun,Colors & Descriptions
たっぷり,たっぷり,"full, in plenty, ample",N3,noun,Colors & Descriptions
映える,はえる,"to shine, to look attractive, to look pretty",N3,verb,Colors & Descriptions
男子,だんし,young man,N3,noun,Colors & Descriptions
通過,つうか,"passage through, passing",N3,noun,Colors & Descriptions
弱まる,よわまる,"to weaken, to be emaciated, to be dejected",N3,verb,Colors & Descriptions
つまり,つまり,namely; in other words; in short,N3,noun,Colors & Descriptions
何か,なにか,something,N3,noun,Colors & Descriptions
弱める,よわめる,to weaken,N3,verb,Colors & Descriptions
なにも,なにも,nothing,N3,noun,Colors & Descriptions
苦手,にがて,"poor (at), weak (in), dislike (of)",N3,noun,Colors & Descriptions
灯,ひ,light,N3,noun,Colors & Descriptions
飛行,ひこう,"aviation, flight",N3,noun,Colors & Descriptions
不可,ふか,"wrong, bad, impossible",N3,noun,Colors & Descriptions
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),N3,noun,Colors & Descriptions
他,ほか,other (esp. places and things),N3,noun,Colors & Descriptions
まさに,まさに,"correctly, surely",N3,noun,Colors & Descriptions
真っ赤,まっか,"deep red, flushed (of face)",N3,noun,Colors & Descriptions
姓名,せいめい,full name,N3,noun,Colors & Descriptions
鋭い,するどい,"pointed, sharp",N3,i-adjective,Colors & Descriptions
いけない,いけない,"must not do, bad, wrong",N3,i-adjective,Colors & Descriptions
老い,おい,"old age, the aged",N3,i-adjective,Colors & Descriptions
濃い,こい,"thick (as of color, liquid), dense, strong",N3,i-adjective,Colors & Descriptions
貧しい,まずしい,"poor, needy",N3,i-adjective,Colors & Descriptions
地味,じみ,"quiet, plain, conservative",N3,na-adjective,Colors & Descriptions
清潔,せいけつ,clean,N3,na-adjective,Colors & Descriptions
当たり前,あたりまえ,"usual, common, obvious",N3,na-adjective,Colors & Descriptions
容易,ようい,"easy, simple, plain",N3,na-adjective,Colors & Descriptions
同志,どうし,"same mind, comrade, kindred soul",N3,na-adjective,Colors & Descriptions
徐々に,じょじょに,"slowly, little by little",N3,adverb,Colors & Descriptions
およそ,およそ,"about, roughly, approximately",N3,adverb,Colors & Descriptions
滅多に,めったに,"rarely (with neg. verb), seldom",N3,adverb,Colors & Descriptions
物事,ものごと,"things, everything",N3,adverb,Colors & Descriptions
別に,べつに,"(not) particularly, nothing",N3,adverb,Colors & Descriptions
ほぼ,ほぼ,"almost, roughly",N3,adverb,Colors & Descriptions
ますます,ますます,"increasingly (same as もっと), more and more",N3,adverb,Colors & Descriptions
次第,しだい,order; circumstances; immediate(ly),N3,noun,Communication
情報,じょうほう,"information, (military) intelligence",N3,noun,Communication
争う,あらそう,"to dispute, to argue, to fight",N3,verb,Communication
印,しるし,mark; symbol; evidence,N3,noun,Communication
スピーチ,スピーチ,speech,N3,noun,Communication
著す,あらわす,"to write, to publish",N3,verb,Communication
請求,せいきゅう,"claim, demand, request",N3,noun,Communication
設計,せっけい,"plan, design",N3,noun,Communication
受け取る,うけとる,"to receive, to get, to accept",N3,verb,Communication
現れ,あらわれ,"expression, indication, sign",N3,noun,Communication
言わば,いわば,so to speak,N3,noun,Communication
語る,かたる,"to talk, to tell, to recite",N3,verb,Communication
いわゆる,いわゆる,"the so-called, so-to-speak",N3,noun,Communication
インタビュー,インタビュー,interview,N3,noun,Communication
断る,ことわる,"to refuse, to decline, to dismiss",N3,verb,Communication
噂,うわさ,"rumor, gossip",N3,noun,Communication
解釈,かいしゃく,"explanation, interpretation",N3,noun,Communication
叫ぶ,さけぶ,"to shout, to cry",N3,verb,Communication
刀,かたな,"sword, saber",N3,noun,Communication
議論,ぎろん,"argument, discussion, dispute",N3,noun,Communication
求める,もとめる,"to request, to ask for; to seek, to search for",N3,verb,Communication
見解,けんかい,"opinion, point of view",N3,noun,Communication
言語,げんご,language,N3,noun,Communication
論じる,ろんじる,"to argue, to discuss",N3,verb,Communication
広告,こうこく,advertisement,N3,noun,Communication
諺,ことわざ,"proverb, saying",N3,noun,Communication
責める,せめる,"to condemn, to blame, to criticize",N3,verb,Communication
サイン,サイン,autograph; sign; sine,N3,noun,Communication
面接,めんせつ,interview,N3,noun,Communication
願う,ねがう,"to desire, to wish, to request",N3,verb,Communication
郵便,ゆうびん,"mail, postal service",N3,noun,Communication
要求,ようきゅう,"request, demand",N3,noun,Communication
話し合う,はなしあう,"to discuss, to talk together",N3,verb,Communication
連想,れんそう,"association (of ideas), suggestion",N3,noun,Communication
歓声,かんせい,"cheer, shout of joy",N3,noun,Communication
問う,とう,"to ask, to question",N3,verb,Communication
